student_id,name,registration_date,gender,branch,city,cgpa,attendance_percent,technical_skills,projects_completed,coding_problems_solved,communication_skill,internship,has_backlog,tech_events_attended,salary_expectation,placed
STU1297,Student_298,23-08-2025,Male,eee,Varanasi,8.39,77.9,3,4,106,2,No,No,3,374934,Yes
STU1186,Student_187,11-02-2025,Male,Information Technology,Delhi,8.27,79.3,7,1,564,4,Yes,No,0,409700,Yes
STU1480,Student_481,25-11-2025,Male,ece,Varanasi,7.08,82.1,6,3,72,2,Yes,Yes,0,428230,No
STU1199,Student_200,01-03-2025,Female,Mechanical,Kanpur,9.83,100,3,1,57,3,No,No,3,1189838,No
STU1420,Student_421,21-12-2025,Female,mech,Varanasi,7.88,92.8,2,3,215,1,Yes,Yes,5,631037,No
STU1365,Student_366,03-07-2025,Female,E.C.E,Patna,7.5,88.6,2,1,238,1,No,No,2,1025083,Yes
STU1487,Student_488,15-03-2025,Female,EEE,Gorakhpur,8.89,67.8,3,5,51,2,Yes,No,3,532523,No
STU1396,Student_397,10-11-2025,Male,Electronics,,7.18,87.2,1,0,147,3,Yes,Yes,3,100000,Yes
STU1121,Student_122,12-11-2025,Male,eee,Prayagraj,7.26,79.1,2,3,70,3,No,No,0,423803,Yes
STU1581,Student_582,06-12-2025,Female,C.S.E,Prayagraj,6.84,63.4,8,0,66,3,No,Yes,2,771848,Yes
STU1247,Student_248,22-07-2025,Female,Electronics,Gorakhpur,6.89,79,6,4,43,2,Yes,No,3,736589,Yes
STU1307,Student_308,06-08-2025,Male,cse,Varanasi,5.95,72.9,3,3,147,2,Yes,Yes,0,1419386,No
STU1577,Student_578,17-02-2025,Male,ece,Gorakhpur,7.48,71,3,4,144,1,Yes,No,2,766853,Yes
STU1496,Student_497,21-04-2025,Male,MECH,Patna,7.43,76,1,3,33,4,No,No,5,825835,Yes
STU1363,Student_364,06-07-2025,Female,MECH,Kanpur,8,58.8,4,5,65,2,Yes,Yes,0,,No
STU1158,Student_159,18-03-2025,Male,Civil ,Prayagraj,7.98,64.1,0,3,226,2,Yes,No,3,466179,No
STU1085,Student_86,26-04-2025,Female,Mech ,Gorakhpur,9.4,73.3,7,3,86,1,No,No,0,401574,Yes
STU1469,Student_470,10-04-2025,Male,I.T ,Varanasi,6.53,70.1,3,2,6,4,No,Yes,4,419885,Yes
STU1225,Student_226,22-01-2025,Female,eee,Kanpur,9.27,77.7,3,2,11,2,Yes,Yes,0,361296,Yes
STU1376,Student_377,07-07-2025,Male, Computer Science,Prayagraj,7.69,73.1,7,3,84,1,No,No,4,100000,No
STU1262,Student_263,23-01-2025,Female,ece,Delhi,8.52,79.4,6,3,49,2,Yes,No,3,971115,Yes
STU1331,Student_332,23-05-2025,Male,Civil ,,6.83,89.9,5,2,102,1,No,Yes,3,938029,No
STU1233,Student_234,16-05-2025,Female,Electrical,Gorakhpur,7.9,75.8,2,3,114,3,No,Yes,0,412312,No
STU1076,Student_77,16-01-2025,Female,Mechanical,Kanpur,7.4,86.4,7,3,71,3,Yes,Yes,1,523617,No
STU1475,Student_476,04-05-2025,Female,E.C.E,Lucknow,8.56,75.8,1,4,31,2,Yes,Yes,4,950034,Yes
STU1533,Student_534,07-12-2025,Male,eee,Kanpur,8.04,78.1,6,0,38,2,Yes,No,2,579426,Yes
STU1149,Student_150,03-06-2025,Female,I.T ,Delhi,7.57,49.5,5,5,384,2,Yes,No,3,836809,Yes
STU1087,Student_88,26-04-2025,Male,mech,Varanasi,6.98,68.9,5,0,168,2,No,No,2,890239,Yes
STU1457,Student_458,15-11-2025,Male,Information Technology,Varanasi,5.95,,5,3,119,4,No,No,0,822848,Yes
STU1421,Student_422,02-09-2025,Female,E.C.E,Gorakhpur,8.28,75.1,3,6,189,1,No,Yes,6,100000,Yes
STU1548,Student_549,23-04-2025,Female,C.S.E,Gorakhpur,5.33,73.8,6,1,120,1,No,Yes,2,777540,Yes
STU1182,Student_183,16-06-2025,Female,cse,Prayagraj,"7,91",,2,0,15,4,Yes,No,3,717448,Yes
STU1476,Student_477,04-10-2025,Male,ece,Lucknow,5.94,80,4,0,58,1,No,Yes,,368746,No
STU1513,Student_514,22-02-2025,Male,ece,Lucknow,5.53,68.6,5,4,110,3,No,No,,845408,Yes
STU1105,Student_106,03-05-2025,Female,C.S.E,Varanasi,6.12,75.9,3,0,152,2,No,Yes,2,1073330,No
STU1332,Student_333,26-01-2025,Male,Electronics,Prayagraj,9.29,81.3,1,3,36,2,Yes,No,2,430837,Yes
STU1438,Student_439,21-02-2025,Male,eee,Patna,6.15,76.5,5,0,223,,No,No,2,464041,Yes
STU1049,Student_50,03-08-2025,Male,Mechanical,Prayagraj,7.31,73.5,7,6,8,2,No,No,,1214626,No
STU1335,Student_336,14-11-2025,Female,Cse ,Varanasi,8.11,93,0,5,6,2,Yes,No,3,368651,No
STU1005,Student_6,26-08-2025,Male,ece,Patna,7.37,70.1,6,2,16,2,No,No,3,459179,Yes
STU1017,Student_18,22-02-2025,Female,Cse ,Varanasi,7.05,80.8,1,2,14,2,No,Yes,3,615946,No
STU1234,Student_235,18-05-2025,Male,CIVIL,Delhi,6.87,85.9,6,2,108,2,Yes,No,0,323863,Yes
STU1486,Student_487,01-05-2025,Female,ECE,Varanasi,5.59,100,6,0,221,2,No,No,0,465774,No
STU1539,Student_540,22-08-2025,Male,civil,Delhi,7.9,61.4,8,6,6,3,Yes,Yes,3,1344046,No
STU1497,Student_498,15-02-2025,Female,it,Kanpur,8.49,64.6,2,2,6,2,Yes,Yes,2,100000,No
STU1372,Student_373,22-12-2025,Female,Civil ,Prayagraj,6.27,96,7,3,273,1,No,No,1,834940,No
STU1110,Student_111,06-06-2025,Female, Computer Science,Kanpur,6.43,83.4,4,0,126,2,No,No,,382195,Yes
STU1106,Student_107,11-07-2025,Female,IT,Kanpur,5.64,80.3,4,5,13,2,No,Yes,2,623579,No
STU1443,Student_444,01-05-2025,Female,it,Prayagraj,7.63,,3,2,118,2,Yes,Yes,1,199181,Yes
STU1488,Student_489,09-12-2025,Female,Electronics,Delhi,7.38,77.5,3,1,43,2,No,No,1,516021,No
STU1012,Student_13,27-04-2025,Male,eee,Delhi,7.4,98.7,1,0,16,2,No,No,0,331581,No
STU1190,Student_191,07-11-2025,Female,ECE,Lucknow,7.9,62.9,3,9,128,3,No,Yes,0,396746,Yes
STU1282,Student_283,26-05-2025,Female,I.T ,Delhi,8.55,77.1,6,3,3,3,Yes,No,,345442,No
STU1029,Student_30,25-06-2025,Male,EEE,Varanasi,6.99,73.9,5,3,388,1,No,Yes,3,,Yes
STU1169,Student_170,11-10-2025,Female,Cse ,Prayagraj,6.86,57.9,10,0,149,2,No,Yes,1,100000,Yes
STU1180,Student_181,10-03-2025,Male,EEE,Prayagraj,7.14,76.3,6,2,178,3,Yes,No,4,274189,Yes
STU1100,Student_101,25-06-2025,Female,I.T ,Delhi,7.35,54,5,4,121,1,No,Yes,0,219595,No
STU1197,Student_198,06-04-2025,Female,CSE,Delhi,8.75,90.3,3,7,1,2,No,No,2,695399,No
STU1495,Student_496,04-10-2025,Male,mech,Kanpur,4.15,72.4,5,4,197,4,No,Yes,1,220874,No
STU1597,Student_598,24-06-2025,Female,IT,Patna,8.68,91.5,2,0,81,4,Yes,Yes,1,474836,Yes
STU1373,Student_374,05-08-2025,Male,IT,Prayagraj,7.63,69.4,6,3,91,3,No,No,5,789851,No
STU1460,Student_461,22-02-2025,Female,Information Technology,Delhi,7.2,87.5,5,0,25,2,Yes,No,2,290845,Yes
STU1413,Student_414,20-06-2025,Female,I.T ,Prayagraj,6.78,78.8,7,0,188,4,No,No,4,202095,Yes
STU1131,Student_132,07-10-2025,Female,I.T ,Lucknow,6.92,68.8,3,2,117,2,No,No,3,669498,No
STU1039,Student_40,08-04-2025,Female,eee,Prayagraj,5.38,87.8,1,2,125,3,No,Yes,5,411723,No
STU1434,Student_435,23-11-2025,Male,ece,Lucknow,6.35,77.5,7,2,59,3,No,Yes,3,1268938,Yes
STU1215,Student_216,24-09-2025,Male,CSE,Varanasi,5.6,88.4,3,6,7,2,No,No,3,872747,No
STU1474,Student_475,20-11-2025,Male,E.C.E,Varanasi,7.1,77.5,3,1,117,1,No,No,1,699116,Yes
STU1456,Student_457,17-07-2025,Male,Cse ,Varanasi,7.14,,5,1,135,5,No,Yes,0,100000,No
STU1260,Student_261,08-04-2025,Female,IT,Lucknow,6.05,100,2,0,194,2,No,No,2,505090,No
STU1035,Student_36,11-03-2025,Female,Mech ,Prayagraj,7.7,91.8,1,4,35,1,Yes,No,0,674299,No
STU1309,Student_310,15-06-2025,Female,CIVIL,Delhi,6.68,88.6,3,6,31,2,No,No,2,370471,Yes
STU1276,Student_277,02-09-2025,Female,IT,Delhi,7.3,73.2,9,2,258,4,Yes,Yes,1,708359,No
STU1393,Student_394,23-03-2025,Female,I.T ,Delhi,9.08,75.4,9,5,342,3,Yes,No,3,615419,Yes
STU1107,Student_108,15-11-2025,Female,Information Technology,Varanasi,6.36,92.1,6,3,53,3,Yes,Yes,,234037,No
STU1565,Student_566,23-01-2025,Female,Electronics,Patna,6.61,86.6,5,0,273,3,Yes,Yes,3,721552,No
STU1524,Student_525,11-11-2025,Male, Computer Science,Gorakhpur,8.29,,6,3,254,3,No,No,0,483456,Yes
STU1047,Student_48,10-02-2025,Male,Mechanical,Kanpur,7.19,86.2,4,0,35,2,No,Yes,0,151008,No
STU1203,Student_204,16-06-2025,Male,CSE,Prayagraj,6.17,64.3,2,2,179,2,Yes,Yes,4,659771,No
STU1021,Student_22,26-08-2025,Female,CSE,Prayagraj,8.29,78.8,2,4,372,4,No,No,3,128387,Yes
STU1402,Student_403,22-05-2025,Female,Information Technology,Patna,7.87,70.3,1,3,128,3,Yes,Yes,3,509495,Yes
STU1083,Student_84,03-04-2025,Female,I.T ,Varanasi,7.16,79.2,9,2,157,3,No,Yes,0,798624,Yes
STU1130,Student_131,13-05-2025,Male,cse,,7.1,74.3,3,4,45,3,No,Yes,,665181,Yes
STU1415,Student_416,14-05-2025,Female,IT,Gorakhpur,8.33,89.9,3,1,219,3,Yes,No,2,401512,Yes
STU1286,Student_287,11-06-2025,Male,E.C.E,Prayagraj,5.47,83.4,2,5,168,2,No,Yes,4,383291,No
STU1123,Student_124,06-08-2025,Female,I.T ,Gorakhpur,6.01,79.9,8,5,128,2,Yes,Yes,4,431458,No
STU1033,Student_34,10-10-2025,Male,Mechanical,Lucknow,8.7,42.4,7,1,64,2,No,Yes,0,510802,No
STU1516,Student_517,08-10-2025,Male,civil,Prayagraj,6.01,66.4,4,2,240,4,Yes,No,1,592308,No
STU1019,Student_20,05-10-2025,Male,Electronics,Lucknow,6.88,95.7,4,2,20,1,No,No,3,488425,Yes
STU1555,Student_556,02-07-2025,Female,CIVIL,Patna,7.33,83.5,7,1,101,3,No,Yes,3,556937,No
STU1219,Student_220,15-04-2025,Male,it,Gorakhpur,6.07,84.6,4,3,34,2,No,Yes,1,645462,No
STU1481,Student_482,15-11-2025,Male,ECE,Prayagraj,8.58,88,3,2,22,3,Yes,No,2,442686,Yes
STU1356,Student_357,01-10-2025,Male,ECE,Kanpur,4.98,95.2,4,1,179,3,Yes,No,3,897430,No
STU1224,Student_225,26-04-2025,Male,I.T ,Varanasi,7.23,74.9,4,3,112,1,Yes,Yes,1,787563,No
STU1092,Student_93,02-07-2025,Male,IT,Gorakhpur,6.46,55.5,8,1,22,5,No,No,3,177054,Yes
STU1151,Student_152,27-02-2025,Female,Information Technology,Prayagraj,7.6,59,6,7,30,3,No,No,1,949483,Yes
STU1590,Student_591,23-04-2025,Male,I.T ,Delhi,8.77,73,2,0,8,1,Yes,No,0,427434,No
STU1317,Student_318,23-07-2025,Male,Electronics,Gorakhpur,6.11,81.6,3,3,91,4,No,Yes,4,150566,No
STU1448,Student_449,19-09-2025,Female,ECE,Gorakhpur,6.69,98.8,4,4,66,1,Yes,No,2,452941,Yes
STU1522,Student_523,06-08-2025,Female,mech,Lucknow,4.17,94.7,6,0,84,3,No,No,5,281367,No
STU1279,Student_280,23-03-2025,Male,CIVIL,Patna,8.3,93.3,7,4,13,,Yes,No,0,695487,Yes
STU1349,Student_350,20-11-2025,Female,MECH,Lucknow,8.13,90.7,3,4,292,3,Yes,Yes,3,,Yes
STU1374,Student_375,17-04-2025,Male,ECE,Prayagraj,7.31,69.7,5,3,25,2,No,Yes,2,609472,Yes
STU1400,Student_401,20-10-2025,Female,Civil ,Kanpur,7.47,80.7,4,1,21,4,No,Yes,2,859213,No
STU1257,Student_258,27-02-2025,Male,Mech ,Kanpur,6.75,63.8,5,0,333,4,No,Yes,3,605261,No
STU1072,Student_73,13-04-2025,Male,mech,Lucknow,7.92,87.5,4,1,110,3,Yes,Yes,3,892099,Yes
STU1195,Student_196,24-03-2025,Female,Electrical,Gorakhpur,8.76,93.2,3,1,25,3,No,No,2,1080014,Yes
STU1483,Student_484,06-01-2025,Male,CIVIL,Varanasi,7.79,90.8,2,4,637,1,No,Yes,5,612409,Yes
STU1137,Student_138,17-12-2025,Male,cse,Lucknow,6.82,78.7,1,0,47,1,No,No,0,325462,Yes
STU1494,Student_495,11-01-2025,Female,C.S.E,Gorakhpur,7.62,88.9,1,3,9,2,Yes,No,5,155600,Yes
STU1550,Student_551,12-02-2025,Female,Electronics,Kanpur,7.29,80.8,4,2,65,3,No,Yes,3,1041501,Yes
STU1462,Student_463,19-11-2025,Male,EEE,,6.07,85.6,5,3,111,2,No,No,0,347255,No
STU1201,Student_202,16-11-2025,Male,Civil ,Patna,8.85,78.2,6,1,108,3,No,No,3,570049,Yes
STU1312,Student_313,19-03-2025,Female,Information Technology,Kanpur,8.98,70.2,5,1,54,2,Yes,Yes,4,687922,Yes
STU1290,Student_291,07-11-2025,Male,C.S.E,Gorakhpur,5.59,73.6,2,1,102,2,Yes,Yes,1,421088,No
STU1189,Student_190,04-07-2025,Female,eee,Varanasi,6.58,76.1,3,4,167,4,No,Yes,5,581694,Yes
STU1112,Student_113,06-04-2025,Male,E.C.E,Prayagraj,6.69,64.5,10,0,0,2,No,Yes,,463968,No
STU1183,Student_184,24-08-2025,Male,Information Technology,Delhi,7.9,69.7,5,4,12,,Yes,Yes,1,100000,Yes
STU1152,Student_153,02-12-2025,Male,Cse ,Varanasi,6.86,72.8,3,1,26,3,No,Yes,5,678426,No
STU1325,Student_326,22-03-2025,Male,IT,Lucknow,7.84,81.3,6,0,384,2,Yes,No,1,667817,Yes
STU1044,Student_45,13-11-2025,Female,Electrical,Patna,8.06,88,5,1,21,3,Yes,Yes,3,549921,Yes
STU1444,Student_445,04-02-2025,Male,E.C.E,Kanpur,8.02,71.2,6,4,12,1,Yes,No,0,628817,Yes
STU1006,Student_7,08-09-2025,Male,IT,Delhi,7.09,60.6,3,2,36,1,No,Yes,1,821254,No
STU1250,Student_251,11-11-2025,Male, Computer Science,Lucknow,8.03,76.3,4,2,121,,Yes,Yes,4,,Yes
STU1075,Student_76,10-05-2025,Male,EEE,Lucknow,7.27,98.6,5,2,174,1,Yes,No,2,807031,Yes
STU1512,Student_513,02-12-2025,Female,cse,Prayagraj,7.43,78.3,8,5,7,1,Yes,No,1,375031,Yes
STU1391,Student_392,03-07-2025,Female,mech,Prayagraj,8.52,72.4,8,0,23,3,Yes,No,1,997421,No
STU1432,Student_433,22-04-2025,Male,mech,Patna,6.79,74.7,7,5,159,3,No,Yes,2,1378064,No
STU1068,Student_69,26-03-2025,Female,E.C.E,Kanpur,7.24,80.4,4,5,128,2,No,No,2,895840,Yes
STU1167,Student_168,06-10-2025,Male,MECH,Delhi,7.81,75.4,0,2,51,1,Yes,No,2,488574,Yes
STU1554,Student_555,08-04-2025,Male,Mechanical,Prayagraj,6.24,72.7,4,2,150,4,No,Yes,0,755750,No
STU1366,Student_367,02-02-2025,Female,CSE,Kanpur,6.12,75.5,3,2,193,2,No,Yes,3,369436,Yes
STU1345,Student_346,15-08-2025,Male,EEE,Gorakhpur,6.46,80.7,4,2,57,3,No,No,2,286557,Yes
STU1584,Student_585,05-02-2025,Female,Information Technology,,5.77,82.4,3,0,47,2,No,Yes,6,,Yes
STU1535,Student_536,03-04-2025,Male,Electronics,Prayagraj,6.99,79.8,0,3,65,1,No,No,3,944760,Yes
STU1398,Student_399,01-06-2025,Male,CIVIL,Delhi,7.13,77,9,5,7,3,No,Yes,2,584832,No
STU1185,Student_186,06-10-2025,Male,Information Technology,Varanasi,7.14,76.7,3,80,79,2,No,Yes,1,768098,No
STU1348,Student_349,03-01-2025,Female,EEE,Prayagraj,7.63,74.7,7,3,177,3,Yes,Yes,6,412175,Yes
STU1211,Student_212,22-02-2025,Male,ece,Delhi,7.96,56.9,7,3,12,3,Yes,No,3,303883,Yes
STU1579,Student_580,23-11-2025,Female,Cse ,Varanasi,6.94,,6,2,298,3,Yes,Yes,0,502049,Yes
STU1502,Student_503,23-03-2025,Female,E.C.E,Delhi,7.68,83.2,1,0,20,3,Yes,No,1,726263,Yes
STU1537,Student_538,01-03-2025,Female,civil,Lucknow,5.68,79.5,5,6,250,3,Yes,No,3,100000,Yes
STU1196,Student_197,22-06-2025,Male,CSE,Kanpur,8.03,65.8,4,0,52,3,Yes,No,6,219273,Yes
STU1175,Student_176,22-02-2025,Female,MECH,Lucknow,6.84,85.1,4,4,328,2,No,Yes,5,445909,No
